Time (s),Predicted SVID Combination
35968,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35969,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35970,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35971,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35972,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35973,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35974,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35975,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35976,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35977,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35978,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35979,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35980,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35981,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35982,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35983,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35984,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35985,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35986,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35987,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35988,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35989,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35990,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35991,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35992,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35993,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35994,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35995,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35996,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35997,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35998,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
35999,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36000,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36001,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36002,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36003,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36004,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36005,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36006,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36007,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36008,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36009,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36010,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36011,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36012,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36013,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36014,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36015,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36016,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36017,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36018,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36019,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36020,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36021,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36022,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36023,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36024,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36025,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36026,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36027,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36028,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36029,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36030,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36031,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36032,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36033,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36034,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36035,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36036,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36037,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36038,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36039,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36040,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36041,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36042,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36043,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36044,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36045,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36046,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36047,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36048,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36049,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36050,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36051,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36052,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36053,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36054,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36055,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36056,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36057,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36058,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36059,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36060,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36061,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36062,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36063,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36064,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36065,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36066,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36067,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36068,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36069,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36070,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36071,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36072,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36073,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36074,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36075,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36076,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36077,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36078,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36079,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36080,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36081,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36082,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36083,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36084,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36085,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36086,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36087,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36088,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36089,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36090,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36091,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36092,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36093,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36094,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36095,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36096,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36097,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36098,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36099,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36100,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36101,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36102,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36103,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36104,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36105,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36106,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36107,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36108,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36109,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36110,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36111,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36112,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36113,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36114,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36115,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36116,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36117,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36118,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36119,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36120,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36121,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36122,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36123,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36124,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36125,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36126,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36127,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36128,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36129,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36130,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36131,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36132,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36133,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36134,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36135,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36136,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36137,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36138,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36139,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36140,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36141,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36142,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36143,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36144,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36145,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36146,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36147,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36148,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36149,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36150,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36151,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36152,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36153,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36154,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36155,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36156,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36157,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36158,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36159,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36160,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36161,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36162,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36163,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36164,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36165,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36166,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36167,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36168,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36169,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36170,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36171,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36172,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36173,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36174,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36175,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36176,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36177,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36178,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36179,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36180,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36181,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36182,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36183,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36184,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36185,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36186,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36187,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36188,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36189,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36190,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36191,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36192,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36193,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36194,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36195,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36196,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36197,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36198,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36199,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36200,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36201,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36202,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36203,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36204,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36205,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36206,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36207,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36208,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36209,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36210,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36211,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36212,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36213,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36214,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36215,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36216,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36217,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36218,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36219,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36220,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36221,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36222,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36223,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36224,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36225,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36226,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36227,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36228,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36229,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36230,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36231,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36232,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36233,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36234,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36235,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36236,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36237,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36238,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36239,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36240,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36241,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36242,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36243,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36244,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36245,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36246,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36247,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36248,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36249,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36250,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36251,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36252,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36253,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36254,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36255,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36256,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36257,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36258,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36259,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36260,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36261,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36262,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36263,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36264,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36265,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36266,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36267,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36268,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36269,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36270,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36271,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36272,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36273,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36274,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36275,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36276,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36277,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36278,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36279,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36280,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36281,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36282,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36283,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36284,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36285,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36286,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36287,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36288,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36289,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36290,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36291,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36292,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36293,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36294,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36295,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36296,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36297,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36298,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36299,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36300,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36301,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36302,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36303,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36304,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36305,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36306,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36307,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36308,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36309,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36310,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36311,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36312,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36313,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36314,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36315,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36316,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36317,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36318,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36319,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36320,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36321,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36322,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36323,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36324,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36325,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36326,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36327,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36328,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36329,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36330,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36331,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36332,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36333,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36334,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36335,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36336,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36337,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36338,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36339,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36340,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36341,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36342,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36343,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36344,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36345,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36346,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36347,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36348,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36349,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36350,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36351,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36352,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36353,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36354,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36355,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36356,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36357,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36358,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36359,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36360,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36361,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36362,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36363,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36364,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36365,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36366,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36367,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36368,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36369,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36370,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36371,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36372,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36373,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36374,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36375,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36376,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36377,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36378,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36379,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36380,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36381,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36382,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36383,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36384,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36385,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36386,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36387,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36388,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36389,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36390,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
