Time (s),Predicted SVID Combination
36391,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36392,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36393,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36394,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36395,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36396,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36397,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36398,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36399,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36400,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36401,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36402,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36403,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36404,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36405,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36406,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36407,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36408,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36409,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36410,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36411,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36412,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36413,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36414,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36415,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36416,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36417,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36418,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36419,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36420,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36421,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36422,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36423,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36424,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36425,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36426,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36427,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36428,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36429,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36430,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36431,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36432,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36433,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36434,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36435,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36436,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36437,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36438,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36439,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36440,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36441,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36442,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36443,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36444,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36445,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36446,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36447,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36448,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36449,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36450,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36451,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36452,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36453,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36454,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36455,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36456,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36457,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36458,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36459,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36460,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36461,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36462,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36463,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36464,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36465,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36466,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36467,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36468,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36469,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36470,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36471,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36472,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36473,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36474,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36475,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36476,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36477,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36478,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36479,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36480,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36481,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36482,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36483,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36484,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36485,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36486,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36487,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36488,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36489,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36490,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36491,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36492,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36493,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36494,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36495,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36496,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36497,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36498,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36499,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36500,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36501,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36502,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36503,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36504,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36505,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36506,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36507,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36508,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36509,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36510,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36511,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36512,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36513,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36514,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36515,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36516,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36517,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36518,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36519,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36520,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36521,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36522,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36523,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36524,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36525,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36526,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36527,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36528,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36529,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36530,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36531,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36532,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36533,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36534,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36535,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36536,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36537,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36538,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36539,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36540,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36541,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36542,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36543,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36544,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36545,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36546,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36547,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36548,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36549,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36550,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36551,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36552,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36553,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36554,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36555,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36556,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36557,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36558,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36559,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36560,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36561,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36562,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36563,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36564,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36565,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36566,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36567,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36568,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36569,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36570,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36571,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36572,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36573,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36574,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36575,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36576,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36577,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36578,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36579,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36580,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36581,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36582,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36583,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36584,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36585,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36586,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36587,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36588,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36589,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36590,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36591,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36592,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36593,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36594,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36595,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36596,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36597,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36598,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36599,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36600,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36601,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36602,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36603,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36604,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36605,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36606,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36607,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36608,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36609,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36610,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36611,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36612,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36613,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36614,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36615,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36616,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36617,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36618,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36619,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36620,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36621,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36622,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36623,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36624,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36625,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36626,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36627,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36628,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36629,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36630,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36631,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36632,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36633,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36634,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36635,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36636,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36637,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36638,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36639,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36640,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36641,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36642,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36643,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36644,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36645,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36646,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36647,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36648,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36649,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36650,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36651,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36652,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36653,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36654,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36655,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36656,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36657,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36658,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36659,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36660,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36661,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36662,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36663,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36664,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36665,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36666,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36667,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36668,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36669,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36670,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36671,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36672,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36673,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36674,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36675,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36676,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36677,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36678,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36679,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36680,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36681,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36682,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36683,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36684,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36685,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36686,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36687,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36688,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36689,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36690,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36691,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36692,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36693,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36694,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36695,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36696,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36697,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36698,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36699,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36700,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36701,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36702,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36703,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36704,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36705,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36706,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36707,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36708,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36709,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36710,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36711,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36712,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36713,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36714,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36715,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36716,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36717,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36718,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36719,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36720,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36721,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36722,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36723,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36724,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36725,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36726,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36727,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36728,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36729,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36730,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36731,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36732,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36733,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36734,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36735,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36736,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36737,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36738,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36739,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36740,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36741,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36742,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36743,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36744,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36745,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36746,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36747,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36748,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36749,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36750,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36751,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36752,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36753,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36754,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36755,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36756,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36757,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36758,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36759,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36760,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36761,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36762,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36763,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36764,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36765,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36766,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36767,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36768,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36769,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36770,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36771,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36772,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36773,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36774,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36775,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36776,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36777,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36778,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36779,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36780,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36781,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36782,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36783,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36784,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36785,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36786,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36787,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36788,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36789,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36790,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36791,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36792,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36793,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36794,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36795,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36796,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36797,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36798,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36799,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36800,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36801,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36802,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36803,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36804,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36805,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36806,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36807,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36808,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36809,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36810,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36811,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36812,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
36813,"[1, 4, 7, 8, 9, 16, 21, 27, 30]"
